公司名称 公司规模 岗位 公司位置 年薪 经验要求 basic ID
华通科技有限公司 软件服务｜咨询,未融资,少于15人 Java开发工程师 南京·雨花台区 7k-10k 经验1-3年,本科 Java开发工程师,南京·雨花台区 2259
南京日冲软件股份有限公司 软件服务｜咨询,数据服务｜咨询,不需要融资,15-50人 Java 苏州·张家港市 14k-16k 经验1-3年,本科 Java,苏州·张家港市 2260
南京日冲软件股份有限公司 智能硬件,不需要融资,50-150人 Java 苏州·张家港市 14k-16k 经验1-3年,本科 Java,苏州·张家港市 2261
四方智源 软件服务｜咨询,数据服务｜咨询,不需要融资,50-150人 Java开发工程师 深圳·罗湖区 8k-15k 经验1-3年,本科 Java开发工程师,深圳·罗湖区 2262
创我科技 软件服务｜咨询,数据服务｜咨询,不需要融资,50-150人 Java工程师 珠海·香洲区 12k-16k 经验3-5年,大专 Java工程师,珠海·香洲区 2263
中软软件 软件服务｜咨询,信息安全,未融资,少于15人 Java开发工程师 天津·河西区 9k-13k 经验1-3年,大专 Java开发工程师,天津·河西区 2264
中软软件 电商平台,内容社区,不需要融资,150-500人 Java开发工程师 石家庄·长安区 9k-14k 经验1-3年,大专 Java开发工程师,石家庄·长安区 2265
奇牛科技 其他,不需要融资,500-2000人 java开发工程师 济南·历下区 8k-12k 经验1-3年,大专 java开发工程师,济南·历下区 2266
森锐科技 制造业,不需要融资,2000人以上 高级Java开发工程师 广州·黄埔区 20k-25k 经验5-10年,本科 高级Java开发工程师,广州·黄埔区 2267
粤豪珠宝 软件服务｜咨询,数据服务｜咨询,不需要融资,500-2000人 Java开发工程师 深圳·罗湖区 14k-19k 经验5-10年,本科 Java开发工程师,深圳·罗湖区 2268
未来网络 网络通信,不需要融资,500-2000人 Java工程师 南京·江宁区 15k-22k 经验3-5年,本科 Java工程师,南京·江宁区 2269
比亚迪 专业服务｜咨询,营销服务｜咨询,不需要融资,50-150人 高级Java开发工程师 深圳·坪山区 15k-25k 经验5-10年,本科 高级Java开发工程师,深圳·坪山区 2270
南京日冲软件股份有限公司 软件服务｜咨询,数据服务｜咨询,不需要融资,50-150人 Java 苏州·张家港市 14k-16k 经验1-3年,本科 Java,苏州·张家港市 2271
南京日冲软件股份有限公司 软件服务｜咨询,数据服务｜咨询,不需要融资,50-150人 Java 苏州·张家港市 14k-16k 经验1-3年,本科 Java,苏州·张家港市 2272
中软软件 其他,不需要融资,150-500人 Java开发工程师 天津·河西区 9k-15k 经验1-3年,大专 Java开发工程师,天津·河西区 2273
中软软件 网络通信,不需要融资,500-2000人 Java开发工程师 沈阳·和平区 9k-14k 经验1-3年,大专 Java开发工程师,沈阳·和平区 2274
武汉白沙洲农副产品大市场有限公司 IT技术服务｜咨询,未融资,少于15人 Java工程师 武汉·洪山区 15k-20k 经验5-10年,本科 Java工程师,武汉·洪山区 2275
中通服建设 科技金融,天使轮,15-50人 Java工程师 广州·越秀区 6k-12k 经验3-5年,大专 Java工程师,广州·越秀区 2276
东易科技 社交平台,IT技术服务｜咨询,未融资,15-50人 JAVA工程师 广州·天河区 10k-11k 经验3-5年,本科 JAVA工程师,广州·天河区 2277
迈豹云数 IT技术服务｜咨询,不需要融资,50-150人 java开发工程师 深圳·福田区 15k-20k 经验3-5年,本科 java开发工程师,深圳·福田区 2278
橙信市集 软件服务｜咨询,数据服务｜咨询,不需要融资,50-150人 JAVA工程师 北京·海淀区 15k-25k 经验1-3年,大专 JAVA工程师,北京·海淀区 2279
零棋 贸易｜进出口,不需要融资,15-50人 JAVA工程师 上海·浦东新区 8k-12k 经验1-3年,大专 JAVA工程师,上海·浦东新区 2280
捷利交易宝 其他,不需要融资,2000人以上 Java开发工程师 深圳·南山区 8k-16k 经验1-3年,本科 Java开发工程师,深圳·南山区 2281
南京日冲软件股份有限公司 软件服务｜咨询,数据服务｜咨询,不需要融资,150-500人 Java 苏州·张家港市 14k-16k 经验1-3年,本科 Java,苏州·张家港市 2282
南京日冲软件股份有限公司 房地产｜建筑｜物业,不需要融资,500-2000人 Java 苏州·张家港市 14k-16k 经验1-3年,本科 Java,苏州·张家港市 2283
新航动力 其他,不需要融资,500-2000人 Java开发工程师 长沙·开福区 11k-12k 经验5-10年,本科 Java开发工程师,长沙·开福区 2284
中建海龙 移动互联网数据服务,不需要融资,15-50人 Java开发工程师 深圳·福田区 15k-20k 经验5-10年,本科 Java开发工程师,深圳·福田区 2285
珠海格力电子元器件有限公司 医疗｜保健｜美容,不需要融资,150-500人 Java开发工程师 珠海·香洲区 13k-20k 经验3-5年,本科 Java开发工程师,珠海·香洲区 2286
智能乐业 IT技术服务｜咨询,未融资,15-50人 Java开发工程师 郑州·长江路 6k-12k 经验3-5年,本科 Java开发工程师,郑州·长江路 2287
云南云医康医药有限责任公司 IT技术服务｜咨询,上市公司,50-150人 Java开发工程师 昆明·西山区 8k-12k 经验1-3年,大专 Java开发工程师,昆明·西山区 2288
云数网讯 IT技术服务｜咨询,软件服务｜咨询,未融资,500-2000人 Java开发工程师 北京·月坛 13k-18k 经验3-5年,大专 Java开发工程师,北京·月坛 2289
事成软件 在线医疗,不需要融资,150-500人 java高级开发工程师 苏州·相城区 10k-15k 经验1-3年,大专 java高级开发工程师,苏州·相城区 2290
博奥特科技 新零售,未融资,150-500人 Java开发工程师 深圳·东门 11k-14k 经验1-3年,本科 Java开发工程师,深圳·东门 2291
化一环境 人工智能服务,B轮,50-150人 高级Java开发工程师 广州·南沙区 16k-25k 经验5-10年,本科 高级Java开发工程师,广州·南沙区 2292
eDoctor 物联网,数据服务｜咨询,A轮,15-50人 java开发工程师 上海·普陀区 15k-20k 经验3-5年,本科 java开发工程师,上海·普陀区 2293
南京日冲软件股份有限公司 人工智能服务,物联网,不需要融资,50-150人 JAVA 鞍山·铁东区 6k-7k 经验1-3年,大专 JAVA,鞍山·铁东区 2294
四合天地 数据服务｜咨询,不需要融资,150-500人 java开发工程师 北京·双榆树 20k-35k 经验3-5年,大专 java开发工程师,北京·双榆树 2295
杭州雅拓 电商,消费生活,未融资,150-500人 高级java开发工程师 宁波·江北区 20k-30k 经验5-10年,本科 高级java开发工程师,宁波·江北区 2296
酒小二 数据服务,A轮,50-150人 java开发工程师 南宁·江南区 7k-12k 经验3-5年,大专 java开发工程师,南宁·江南区 2297
布本智能 IT技术服务｜咨询,未融资,50-150人 高级java开发工程师 北京·建外大街 20k-28k 经验3-5年,本科 高级java开发工程师,北京·建外大街 2298
联合盈鑫 IT技术服务｜咨询,软件服务｜咨询,B轮,2000人以上 java开发工程师 北京·万寿寺 10k-12k 经验3-5年,本科 java开发工程师,北京·万寿寺 2299
中电金信 IT技术服务｜咨询,未融资,150-500人 java开发工程师 北京·团结湖 13k-20k 经验3-5年,本科 java开发工程师,北京·团结湖 2300
北京新微科技有限公司 智能硬件,IT技术服务｜咨询,教育｜培训,未融资,50-150人 Java开发工程师 北京·中关村 15k-25k 经验3-5年,本科 Java开发工程师,北京·中关村 2301
勤网科技 IT技术服务｜咨询,上市公司,2000人以上 java工程师 南京·江宁区 15k-18k 经验3-5年,大专 java工程师,南京·江宁区 2302
中软国际科技服务有限公司 电商平台,B轮,2000人以上 Java开发工程师 西安·雁塔区 9k-15k 经验3-5年,本科 Java开发工程师,西安·雁塔区 2303
得物App 其他,不需要融资,150-500人 Java开发工程师 上海·杨浦区 30k-60k 经验3-5年,本科 Java开发工程师,上海·杨浦区 2304
白云信息科技有限公司 软件服务｜咨询,人工智能服务,未融资,少于15人 Java开发工程师 广州·人和 15k-20k 经验3-5年,本科 Java开发工程师,广州·人和 2305
择壹科技 IT技术服务｜咨询,软件服务｜咨询,数据服务｜咨询,未融资,150-500人 Java开发工程师 南宁·青秀区 6k-10k 经验3-5年,大专 Java开发工程师,南宁·青秀区 2306
青腾信息 IT技术服务｜咨询,软件服务｜咨询,B轮,2000人以上 java开发工程师 济南·市中区 8k-15k 经验1-3年,大专 java开发工程师,济南·市中区 2307
中电金信 IT技术服务｜咨询,软件服务｜咨询,B轮,2000人以上 java开发工程师 北京·西北旺 15k-25k 经验3-5年,本科 java开发工程师,北京·西北旺 2308
艾连信息 移动互联网,电商,未融资,少于15人 java工程师 上海·浦东新区 7k-9k 经验1-3年,本科 java工程师,上海·浦东新区 2309
smartagricul 移动互联网,电商,B轮,150-500人 高级java开发工程师 广州·沙头 15k-20k 经验5-10年,本科 高级java开发工程师,广州·沙头 2310
广东龙泉科技有限公司 移动互联网,数据服务,不需要融资,150-500人 java开发工程师 广州·海珠区 7k-13k 经验1-3年,本科 java开发工程师,广州·海珠区 2311
旭日神州 企业服务,信息安全,未融资,500-2000人 java开发工程师 北京·朝外 18k-25k 经验5-10年,大专 java开发工程师,北京·朝外 2312
北斗空间 数据服务,其他,未融资,15-50人 java开发工程师 贵阳·观山湖区（金阳新区） 10k-16k 经验5-10年,本科 java开发工程师,贵阳·观山湖区（金阳新区） 2313
中电金信 IT技术服务｜咨询,软件服务｜咨询,B轮,2000人以上 java开发工程师 杭州·西溪 18k-30k 经验3-5年,本科 java开发工程师,杭州·西溪 2314
泛微 软件服务｜咨询,上市公司,2000人以上 高级java开发工程师 上海·闵行区 20k-40k 经验3-5年,本科 高级java开发工程师,上海·闵行区 2315
法本信息 人工智能服务,IT技术服务｜咨询,上市公司,2000人以上 java开发工程师 上海·城隍庙 15k-26k 经验3-5年,本科 java开发工程师,上海·城隍庙 2316
得物App 电商平台,B轮,2000人以上 JAVA工程师 上海·杨浦区 30k-60k 经验5-10年,不限 JAVA工程师,上海·杨浦区 2317
万丈金数 数据服务｜咨询,B轮,150-500人 java工程师 广州·天园 12k-16k 经验3-5年,本科 java工程师,广州·天园 2318
瞰视未来 社交平台,内容社区,社交媒体,未融资,少于15人 java开发工程师 成都·武侯区 10k-18k 经验3-5年,大专 java开发工程师,成都·武侯区 2319
金数通（北京）科技有限公司 IT技术服务｜咨询,不需要融资,50-150人 java工程师 北京·海淀区 15k-20k 经验3-5年,大专 java工程师,北京·海淀区 2320
创软科技 IT技术服务｜咨询,不需要融资,150-500人 java开发工程师 北京·海淀区 16k-20k 经验3-5年,大专 java开发工程师,北京·海淀区 2321
海视嘉安 软件服务｜咨询,未融资,50-150人 java开发工程师 嘉兴·南湖区 15k-20k 经验不限,本科 java开发工程师,嘉兴·南湖区 2322
用友 软件服务｜咨询,上市公司,2000人以上 java高级开发工程师 南昌·红谷滩区 8k-13k 经验1-3年,本科 java高级开发工程师,南昌·红谷滩区 2323
靖峰科技 软件服务｜咨询,未融资,15-50人 java开发工程师 哈尔滨·道里区 8k-12k 经验3-5年,大专 java开发工程师,哈尔滨·道里区 2324
华为技术有限公司 智能硬件,IT技术服务｜咨询,制造业,不需要融资,2000人以上 JAVA工程师 杭州·滨江区 15k-30k 经验1-3年,本科 JAVA工程师,杭州·滨江区 2325
牧原股份 其他,上市公司,2000人以上 java高级开发工程师 郑州·金水区 10k-20k 经验5-10年,本科 java高级开发工程师,郑州·金水区 2326
见象信息 IT技术服务｜咨询,不需要融资,15-50人 JAVA工程师 上海·长宁区 7k-14k 经验在校,应届,本科 JAVA工程师,上海·长宁区 2327
弘谷互娱 电商平台,游戏,MCN｜直播平台,天使轮,50-150人 java开发工程师 武汉·江夏区 20k-35k 经验3-5年,本科 java开发工程师,武汉·江夏区 2328
北京泰斯听科技有限公... 电商平台,汽车交易平台,未融资,15-50人 java开发工程师 北京·延庆区 15k-20k 经验不限,本科 java开发工程师,北京·延庆区 2329
翼迅科技 软件服务｜咨询,不需要融资,15-50人 java开发工程师 广州·天河区 6k-9k 经验在校,应届,大专 java开发工程师,广州·天河区 2330
翼马科技 软件服务｜咨询,数据服务｜咨询,人工智能服务,不需要融资,15-50人 java开发工程师 嘉兴·秀洲区 4k-8k 经验在校,应届,本科 java开发工程师,嘉兴·秀洲区 2331
东方蓝深 企业服务,不需要融资,50-150人 java工程师 郑州·二七区 6k-10k 经验在校,应届,本科 java工程师,郑州·二七区 2332
广东智源 软件服务｜咨询,IT技术服务｜咨询,不需要融资,50-150人 java开发工程师 广州·登峰 4k-7k 经验在校,应届,本科 java开发工程师,广州·登峰 2333
紫光云 移动互联网,数据服务,不需要融资,500-2000人 高级java开发工程师 天津·滨海新区 13k-26k 经验3-5年,本科 高级java开发工程师,天津·滨海新区 2334
永卓利商务咨询 数据服务｜咨询,IT技术服务｜咨询,新能源汽车制造,不需要融资,50-150人 java开发工程师 长春·宽城区 6k-7k 经验不限,本科 java开发工程师,长春·宽城区 2335
添才翰格 专业服务｜咨询,未融资,150-500人 java开发工程师 南京·小行 20k-40k 经验3-5年,本科 java开发工程师,南京·小行 2336
添楚瀚才传媒 工具类产品,IT技术服务｜咨询,专业服务｜咨询,未融资,150-500人 java开发工程师 广州·五山 15k-28k 经验3-5年,本科 java开发工程师,广州·五山 2337
陌陌 社交平台,上市公司,500-2000人 PHP开发工程师 北京·朝阳区 20k-40k 经验3-5年,本科 PHP开发工程师,北京·朝阳区 2338
零与壹软件 工具类产品,不需要融资,15-50人 php开发工程师 桂林·七星区 4k-8k 经验不限,大专 php开发工程师,桂林·七星区 2339
零与壹软件 工具类产品,不需要融资,15-50人 php开发工程师 上海·七宝 8k-15k 经验不限,大专 php开发工程师,上海·七宝 2340
飞常赞 移动互联网,消费生活,天使轮,15-50人 php开发工程师 深圳·龙华区 20k-40k 经验3-5年,大专 php开发工程师,深圳·龙华区 2341
麦客CRM 软件服务｜咨询,工具类产品,不需要融资,15-50人 php开发工程师 成都·锦江区 14k-28k 经验不限,本科 php开发工程师,成都·锦江区 2342
泊寓公寓 居住服务,不需要融资,500-2000人 php开发工程师 深圳·南山区 15k-20k 经验3-5年,本科 php开发工程师,深圳·南山区 2343
北京必来屋网络科技有限公司 金融业,不需要融资,50-150人 Golang,PHP开发（远程办公) 上海·曹家渡 20k-40k 经验5-10年,本科 Golang,PHP开发（远程办公),上海·曹家渡 2344
北京必来屋网络科技有限公司 金融业,不需要融资,50-150人 php开发工程师(远程办公） 北京·东城区 15k-30k 经验3-5年,本科 php开发工程师(远程办公）,北京·东城区 2345
微博 社交媒体,上市公司,2000人以上 PHP开发工程师(MJ006771) 北京·马连洼 20k-30k 经验1-3年,本科 PHP开发工程师(MJ006771),北京·马连洼 2346
微博 社交媒体,上市公司,2000人以上 PHP开发工程师(MJ006762) 北京·三里屯 15k-25k 经验3-5年,本科 PHP开发工程师(MJ006762),北京·三里屯 2347
中釜建设集团 房地产｜建筑｜物业,不需要融资,50-150人 Php开发工程师 武汉·洪山区 8k-12k 经验3-5年,大专 Php开发工程师,武汉·洪山区 2348
米聆 休闲｜娱乐,不需要融资,50-150人 诚招PHP程序员app和pc整包开发 泉州·石狮市 6k-8k 经验不限,大专 诚招PHP程序员app和pc整包开发,泉州·石狮市 2349
CI&amp;T(思艾特） 批发｜零售,不需要融资,500-2000人 PHP工程师 宁波·鄞州区 10k-15k 经验1-3年,本科 PHP工程师,宁波·鄞州区 2350
北京必来屋网络科技有限公司 金融业,不需要融资,50-150人 Go,PHP,引擎,编译器,运维,数据开发,前端 北京·望京 25k-40k 经验不限,本科 Go,PHP,引擎,编译器,运维,数据开发,前端,北京·望京 2351
北京必来屋网络科技有限公司 金融业,不需要融资,50-150人 Golang,PHP开发（远程办公) 上海·曹家渡 20k-40k 经验5-10年,本科 Golang,PHP开发（远程办公),上海·曹家渡 2352
深圳市深华世纪科技有限公司 企业服务,软件开发,未融资,少于15人 PHP工程师 深圳·盐田区 10k-15k 经验不限,大专 PHP工程师,深圳·盐田区 2353
小晨科技 软件服务｜咨询,数据服务｜咨询,不需要融资,150-500人 php开发工程师 武汉·洪山区 10k-15k 经验3-5年,大专 php开发工程师,武汉·洪山区 2354
南翼科技 批发｜零售,不需要融资,150-500人 PHP开发工程师 深圳·宝安区 8k-11k 经验1-3年,本科 PHP开发工程师,深圳·宝安区 2355
铁马高尔夫 软件服务｜咨询,数据服务｜咨询,不需要融资,150-500人 PHP开发工程师 深圳·龙岗区 12k-15k 经验3-5年,本科 PHP开发工程师,深圳·龙岗区 2356
普来特富智能系统 批发｜零售,不需要融资,150-500人 PHP工程师 上海·松江区 10k-20k 经验10年以上,本科 PHP工程师,上海·松江区 2357
广东菲尔 软件服务｜咨询,工具类产品,人工智能服务,天使轮,15-50人 PHP开发工程师 广州·天河区 10k-15k 经验1-3年,本科 PHP开发工程师,广州·天河区 2358
拍客云动 电商平台,内容社区,不需要融资,50-150人 php后端研发工程师 上海·华漕 12k-18k 经验3-5年,本科 php后端研发工程师,上海·华漕 2359
深圳静云科技有限公司 批发｜零售,不需要融资,500-2000人 高级PHP开发工程师 深圳·南山区 25k-50k 经验5-10年,本科 高级PHP开发工程师,深圳·南山区 2360
钻明珠宝 软件服务｜咨询,数据服务｜咨询,不需要融资,50-150人 PHP工程师 深圳·罗湖区 15k-18k 经验3-5年,大专 PHP工程师,深圳·罗湖区 2361
上海菲姿服饰有限公司 金融业,不需要融资,少于15人 PHP开发工程师 上海·松江区 10k-15k 经验1-3年,大专 PHP开发工程师,上海·松江区 2362
大娱号股份 电商平台,内容社区,不需要融资,150-500人 PHP 福州·鼓楼区 7k-12k 经验3-5年,本科 PHP,福州·鼓楼区 2363
北京必来屋网络科技有限公司 金融业,不需要融资,50-150人 Golang,PHP开发（远程办公) 上海·曹家渡 20k-40k 经验5-10年,本科 Golang,PHP开发（远程办公),上海·曹家渡 2364
拓腾电子商务 电商平台,内容社区,不需要融资,150-500人 PHP工程师 佛山·南海区 10k-15k 经验1-3年,本科 PHP工程师,佛山·南海区 2365
沈阳万类生物科技有限公司 医疗｜保健｜美容,不需要融资,150-500人 PHP开发工程师 西安·未央区 6k-10k 经验3-5年,大专 PHP开发工程师,西安·未央区 2366
深圳市艾信网络能源有限公司 其他,不需要融资,50-150人 PHP开发工程师 深圳·光明区 15k-23k 经验3-5年,本科 PHP开发工程师,深圳·光明区 2367
五丁科技 休闲｜娱乐,不需要融资,15-50人 PHP开发工程师 北京·通州区 9k-15k 经验不限,本科 PHP开发工程师,北京·通州区 2368
亿新集团 房地产｜建筑｜物业,不需要融资,15-50人 PHP工程师 广州·增城区 9k-13k 经验1-3年,大专 PHP工程师,广州·增城区 2369
天聚物联 电商平台,内容社区,不需要融资,150-500人 PHP工程师 深圳·宝安区 8k-15k 经验3-5年,大专 PHP工程师,深圳·宝安区 2370
Elecrow 电商,不需要融资,50-150人 Magento,PHP开发工程师双休 深圳·宝安区 10k-15k 经验1-3年,大专 Magento,PHP开发工程师双休,深圳·宝安区 2371
诚涵电子商务 软件服务｜咨询,数据服务｜咨询,不需要融资,15-50人 php工程师 成都·武侯区 6k-8k 经验3-5年,大专 php工程师,成都·武侯区 2372
福州领视网络科技有限公司 移动互联网,数据服务,不需要融资,15-50人 PHP开发工程师（应届生） 福州·鼓楼区 5k-8k 经验不限,本科 PHP开发工程师（应届生）,福州·鼓楼区 2373
科罗拉 休闲｜娱乐,不需要融资,50-150人 PHP开发工程师 合肥·蜀山区 8k-13k 经验1-3年,大专 PHP开发工程师,合肥·蜀山区 2374
北斗信息 其他,上市公司,50-150人 PHP 郑州·杜岭 9k-15k 经验1-3年,不限 PHP,郑州·杜岭 2375
如歌科技 软件服务｜咨询,IT技术服务｜咨询,数据服务｜咨询,不需要融资,15-50人 PHP开发工程师 深圳·福田区 10k-15k 经验1-3年,大专 PHP开发工程师,深圳·福田区 2376
百秋尚美 电商平台,内容社区,不需要融资,500-2000人 PHP开发工程师 上海·长宁区 14k-20k 经验3-5年,本科 PHP开发工程师,上海·长宁区 2377
企泰信息 IT技术服务｜咨询,不需要融资,15-50人 PHP工程师 武汉·关山 7k-9k 经验1-3年,本科 PHP工程师,武汉·关山 2378
宁波思艾特软件有限公司 移动互联网,企业服务,不需要融资,150-500人 php开发工程师 宁波·鄞州区 9k-14k 经验3-5年,本科 php开发工程师,宁波·鄞州区 2379
北京天扬君合税务师事务所 专业服务｜咨询,不需要融资,50-150人 php开发工程师 太原·三桥 5k-10k 经验1-3年,本科 php开发工程师,太原·三桥 2380
广州汇旭信息科技有限公司 IT技术服务｜咨询,营销服务｜咨询,消费生活,未融资,50-150人 PHP开发工程师 北京·西城区 10k-20k 经验3-5年,本科 PHP开发工程师,北京·西城区 2381
重庆百礼汇 游戏,不需要融资,500-2000人 高级php开发工程师 重庆·汽博中心 12k-16k 经验3-5年,大专 高级php开发工程师,重庆·汽博中心 2382
9377游戏 软件服务｜咨询,工具类产品,专业服务｜咨询,未融资,少于15人 PHP开发工程师 广州·天河区 8k-12k 经验1-3年,本科 PHP开发工程师,广州·天河区 2383
itc保伦股份 移动互联网,消费生活,未融资,15-50人 PHP开发工程师 广州·番禺区 10k-15k 经验1-3年,大专 PHP开发工程师,广州·番禺区 2384
智禧科技 文化传媒,未融资,150-500人 php开发工程师 廊坊·三河市 7k-14k 经验3-5年,大专 php开发工程师,廊坊·三河市 2385
柒剑科技 游戏,未融资,50-150人 php开发工程师 广州·黄埔区 7k-13k 经验3-5年,不限 php开发工程师,广州·黄埔区 2386
八月文化 IT技术服务｜咨询,不需要融资,150-500人 php工程师 长沙·长沙县 9k-10k 经验3-5年,大专 php工程师,长沙·长沙县 2387
广州贪玩手游网络科技有限公司 移动互联网,企业服务,未融资,50-150人 高级PHP开发工程师 广州·天河区 15k-25k 经验3-5年,大专 高级PHP开发工程师,广州·天河区 2388
昆山可圈可点服务 软件服务｜咨询,IT技术服务｜咨询,不需要融资,少于15人 php开发工程师 苏州·昆山市 13k-15k 经验3-5年,大专 php开发工程师,苏州·昆山市 2389
北京和光致远科技有限公司 物联网,智能硬件,不需要融资,少于15人 PHP开发工程师 北京·东城区 8k-15k 经验1-3年,大专 PHP开发工程师,北京·东城区 2390
杭州晴乐网络科技有限公司 专业服务｜咨询,IT技术服务｜咨询,未融资,少于15人 PHP开发工程师 杭州·拱墅区 12k-20k 经验1-3年,本科 PHP开发工程师,杭州·拱墅区 2391
24R 电商平台,不需要融资,15-50人 php开发工程师 广州·天河区 5k-8k 经验不限,本科 php开发工程师,广州·天河区 2392
迈普汇智 电商平台,短视频,文化传媒,未融资,150-500人 php开发工程师 成都·青羊区 3k-6k 经验1-3年,不限 php开发工程师,成都·青羊区 2393
上海淘镜 金融,不需要融资,15-50人 php开发工程师 上海·静安区 15k-25k 经验3-5年,本科 php开发工程师,上海·静安区 2394
轩辕传媒 移动互联网,广告营销,未融资,50-150人 php开发工程师 烟台·莱山区 8k-12k 经验1-3年,大专 php开发工程师,烟台·莱山区 2395
云岫资本 移动互联网,数据服务,未融资,少于15人 php开发工程师 澄迈·老城镇 8k-10k 经验1-3年,本科 php开发工程师,澄迈·老城镇 2396
游酷棒 软件服务｜咨询,IT技术服务｜咨询,物联网,未融资,50-150人 php开发工程师 上海·岳阳 18k-25k 经验3-5年,本科 php开发工程师,上海·岳阳 2397
知了科技 IT技术服务｜咨询,营销服务｜咨询,未融资,15-50人 PHP开发工程师 常州·武进区 10k-12k 经验3-5年,不限 PHP开发工程师,常州·武进区 2398
安视物联 移动互联网,未融资,少于15人 PHP开发工程师 贵阳·南明区 5k-10k 经验不限,不限 PHP开发工程师,贵阳·南明区 2399
海洋网络 文化娱乐移动互联网,不需要融资,少于15人 php开发工程师 深圳·龙华新区 6k-10k 经验1年以下,大专 php开发工程师,深圳·龙华新区 2400
在乎 IT技术服务｜咨询,网络通信,信息安全,未融资,少于15人 php开发工程师 厦门·思明区 8k-10k 经验1-3年,大专 php开发工程师,厦门·思明区 2401
畅多网络 其他,不需要融资,15-50人 php开发工程师 邯郸·邯山区 5k-8k 经验1-3年,不限 php开发工程师,邯郸·邯山区 2402
稚宇技术 IT技术服务｜咨询,软件服务｜咨询,人工智能服务,未融资,15-50人 php工程师 广州·花都区 12k-15k 经验3-5年,本科 php工程师,广州·花都区 2403
吾立知大数据 IT技术服务｜咨询,未融资,15-50人 php开发工程师 成都·武侯区 7k-12k 经验3-5年,不限 php开发工程师,成都·武侯区 2404
元征 其他,不需要融资,500-2000人 PHP开发工程师 深圳·龙岗区 16k-25k 经验3-5年,本科 PHP开发工程师,深圳·龙岗区 2405
多麦 营销服务｜咨询,上市公司,150-500人 php开发工程师 杭州·江干区 8k-15k 经验1年以下,本科 php开发工程师,杭州·江干区 2406
谷川联行 营销服务｜咨询,不需要融资,500-2000人 php开发工程师 天津·西青区 15k-25k 经验3-5年,本科 php开发工程师,天津·西青区 2407
达迅集团 物流平台,物流｜运输,不需要融资,150-500人 PHP开发工程师 保定·莲池区 5k-10k 经验1-3年,大专 PHP开发工程师,保定·莲池区 2408
锐成科技 IT技术服务｜咨询,营销服务｜咨询,不需要融资,15-50人 php开发工程师 成都·牛王庙 15k-25k 经验1-3年,本科 php开发工程师,成都·牛王庙 2409
微创软件 IT技术服务｜咨询,不需要融资,2000人以上 php开发工程师 武汉·江夏区 8k-12k 经验1-3年,本科 php开发工程师,武汉·江夏区 2410
亿阳汇聚 软件服务｜咨询,未融资,50-150人 php开发工程师 厦门·集美区 6k-9k 经验1-3年,大专 php开发工程师,厦门·集美区 2411
恒星网络 电商平台,网络通信,未融资,15-50人 php开发工程师 广州·燕岭 8k-15k 经验1-3年,本科 php开发工程师,广州·燕岭 2412
多麦 营销服务｜咨询,上市公司,150-500人 php开发工程师 杭州·江干区 8k-10k 经验1-3年,本科 php开发工程师,杭州·江干区 2413
趣侣游 社交平台,旅游｜出行,消费生活,未融资,少于15人 php开发工程师 成都·成华区 7k-10k 经验1-3年,不限 php开发工程师,成都·成华区 2414
万博云信 IT技术服务｜咨询,A轮,15-50人 php开发工程师 杭州·下沙 8k-13k 经验3-5年,本科 php开发工程师,杭州·下沙 2415
东莞佳懿网络 移动互联网,企业服务,未融资,少于15人 PHP开发工程师 东莞·东莞市市辖区 5k-8k 经验1-3年,不限 PHP开发工程师,东莞·东莞市市辖区 2416
联动创业 在线医疗,IT技术服务｜咨询,不需要融资,15-50人 php开发工程师 广州·增城 6k-7k 经验1-3年,大专 php开发工程师,广州·增城 2417
智擎信息 移动互联网,企业服务,未融资,少于15人 php开发工程师 东莞·东莞市市辖区 5k-8k 经验1-3年,不限 php开发工程师,东莞·东莞市市辖区 2418
亿哲网络 移动互联网,广告营销,未融资,15-50人 php开发工程师 上海·浦东新区 15k-25k 经验3-5年,本科 php开发工程师,上海·浦东新区 2419
天马网络 电商,消费生活,A轮,500-2000人 PHP开发工程师 南京·双龙大道 11k-18k 经验3-5年,本科 PHP开发工程师,南京·双龙大道 2420
元城数字 生活服务,不需要融资,50-150人 php开发工程师 济源·沁园街道 5k-10k 经验3-5年,不限 php开发工程师,济源·沁园街道 2421
IT桔子 数据服务｜咨询,B轮,15-50人 php开发工程师 北京·朝阳区 10k-15k 经验1-3年,本科 php开发工程师,北京·朝阳区 2422
成都社维思网络有限公司 数据服务｜咨询,IT技术服务｜咨询,未融资,少于15人 php开发工程师 成都·武侯区 30k-60k 经验3-5年,本科 php开发工程师,成都·武侯区 2423
55海淘 电商平台,营销服务｜咨询,上市公司,150-500人 php开发工程师 重庆·渝北区 6k-10k 经验1-3年,本科 php开发工程师,重庆·渝北区 2424
55海淘 电商平台,营销服务｜咨询,上市公司,150-500人 高级php开发工程师 重庆·渝北区 10k-16k 经验3-5年,本科 高级php开发工程师,重庆·渝北区 2425
海居租房 房地产｜建筑｜物业,未融资,2000人以上 高级php开发工程师 武汉·鲁巷 9k-14k 经验3-5年,本科 高级php开发工程师,武汉·鲁巷 2426
浩方集团 新零售,营销服务｜咨询,不需要融资,500-2000人 php开发工程师 深圳·南山区 20k-25k 经验3-5年,本科 php开发工程师,深圳·南山区 2427
浩方集团 新零售,营销服务｜咨询,不需要融资,500-2000人 php开发工程师 深圳·南山区 20k-25k 经验3-5年,本科 php开发工程师,深圳·南山区 2428
